"Genotype","Run","Treatment","Composite_Week3","Composite_Week6","Composite_Score_Weighted"
"CN 105373","Run2","Saline",-0.161405999744863,0.171753628333791,0.0384897771023295
"CN 119158","Run2","Saline",0.271643174137814,-0.120222519157211,0.0365237581607988
"CN 105354","Run2","Saline",-0.189781209268266,0.186487646177749,0.035980103999343
"CN 105377","Run2","Saline",-0.0603268900354966,0.0993684629083511,0.035490321730812
"CN 112918","Run2","Saline",0.0134885873738854,0.0413596702908857,0.0302112371240856
"CN 112904","Run2","Saline",-0.0456442508146781,0.0781887740259599,0.0286555640897047
"CN 119262","Run2","Saline",0.152550555159437,-0.0580367973357594,0.0261981436623193
"CN 105300","Run2","Saline",0.0879014478850347,-0.0156359518145282,0.025779008065297
"CN 119133","Run2","Saline",0.22636627935886,-0.110817937540032,0.0240557492195247
"CN 105292","Run2","Saline",-0.159512287638554,0.141753807581128,0.0212473694932551
"CN 114358","Run2","Saline",0.192465554746461,-0.0959404499275004,0.0194219519420842
"CN 111328","Run2","Saline",-0.311954753536821,0.232109867598455,0.0144840191443444
"CN 119152","Run2","Saline",-0.081339260961331,0.0711580622720051,0.0101591329786707
"CN 105321","Run2","Saline",0.0127366140939904,0.00731075294032621,0.00948109740179187
"CN 105316","Run2","Saline",0.1479470833376,-0.0862522092980083,0.0074275077562351
"CN 110987","Run2","Saline",-0.0807262687857961,0.0608892550402427,0.00424304550982715
"CN 119168","Run2","Saline",-0.072424268166198,0.0531585154685695,0.00292540201466247
"CN 110993","Run2","Saline",-0.119469760623388,0.0795457816633069,-6.04352513709425e-05
"CN 105298","Run2","Saline",-0.150414379272627,0.0981417518528575,-0.00128070059733625
"CN 119148","Run2","Saline",-0.00874009161898472,0.00292265716526812,-0.00174244234843301
"CN 111341","Run2","Saline",-0.196490217838619,0.126316317229622,-0.00280629679767425
"CN 105319","Run2","Saline",0.0442082430569087,-0.0411459118256565,-0.00700424987263038
"CN 119166","Run2","Saline",0.305987994546772,-0.216930217855513,-0.0077629328945988
"CN 119157","Run2","Saline",0.047187722886029,-0.0463328124287231,-0.00892459830282226
"CN 105289","Run2","Saline",-0.0779020866424504,0.0344620765843347,-0.0104835887063793
"CN 112913","Run2","Saline",0.244044697328749,-0.185127652661728,-0.0134587126655373
"CN 119248","Run2","Saline",0.061158072588069,-0.0633969041958858,-0.0135749134823039
"CN 105428","Run2","Saline",0.115935930556198,-0.100621544491358,-0.0139985544723357
"CN 119130","Run2","Saline",-0.00336976705487404,-0.0382268767457865,-0.0242840328694215
"CN 112920","Run2","Saline",-0.177634378909152,0.0676797631716266,-0.0304458936606848
"CN 119260","Run2","Saline",0.0824598641684232,-0.109007948523221,-0.0324208234465633
"CN 105378","Run2","Saline",0.0232561815106019,-0.0786622910573386,-0.0378949020301624
"CN 105351","Run2","Saline",-0.2207603462386,0.0791138703671259,-0.0408358162751643
"CN 119170","Run2","Saline",0.0777963096744253,-0.123880191069631,-0.0432095907720084
"CN 119144","Run2","Saline",-0.319210969987003,0.139660091018253,-0.0438883333838493
"CN 119161","Run2","Saline",0.238942399301296,-0.243833909553294,-0.0507233860114577
"CN 119263","Run2","Saline",-0.0387645990034931,-0.0619875340972519,-0.0526983600597484
"CN 110991","Run2","Saline",-0.254796441234723,0.0633453355927583,-0.0639113751382342
"CN 119261","Run2","Saline",-0.133643749164497,-0.0354029845177128,-0.0746992903764263
"CN 105323","Run2","Saline",-0.161122806942054,-0.0175628470445869,-0.0749868310035737
"CN 111385","Run2","Saline",-0.248181724331246,0.0396104696062522,-0.0755064079687473
"CN 119126","Run2","Saline",0.150091811484305,-0.227700186395369,-0.0765833872434998
"CN 119156","Run2","Saline",-0.334929169143813,0.0936479582760537,-0.077782892691893
"CN 119127","Run2","Saline",0.203015456715482,-0.265773922406557,-0.078258170757741
"CN 111171","Run2","Saline",NA,-0.0828219969028145,-0.0828219969028145
"CN 119140","Run2","Saline",-0.0843470201058879,-0.0843254090640034,-0.0843340534807572
"CN 110994","Run2","Saline",-0.338600160919309,0.0773917858905694,-0.089004992833382
"CN 105299","Run2","Saline",-0.278816335033256,0.0338720024002073,-0.0912033325731779
"CN 105374","Run2","Saline",-0.145091242377139,-0.0578412593371807,-0.092741252553164
"CN 119135","Run2","Saline",-0.254240334130784,0.0101657396442354,-0.0955966898657724
"CN 119123","Run2","Saline",0.0128790450443063,-0.178005646353487,-0.10165176979437
"CN 119172","Run2","Saline",0.168186187947984,-0.285247314019596,-0.103873913232564
"CN 105310","Run2","Saline",0.00370338503803699,-0.178051340052468,-0.105349450016266
"CN 105367","Run2","Saline",-0.226750310382498,-0.0286186471175904,-0.107871312423553
"CN 105365","Run2","Saline",-0.135390905432713,-0.096582583510538,-0.112105912279408
"CN 119145","Run2","Saline",-0.18894120983195,-0.0711535196162945,-0.118268595702557
"CN 105334","Run2","Saline",-0.154292878358921,-0.0943908826130348,-0.118351680911389
"CN 111003","Run2","Saline",0.0828984945425981,-0.253289896944554,-0.118814540349693
"CN 113193","Run2","Saline",-0.0742722510420581,-0.148972248448255,-0.119092249485776
"CN 119159","Run2","Saline",0.515968890790407,-0.543901196514475,-0.119953161592522
"CN 105320","Run2","Saline",0.0969865114294644,-0.26460518824124,-0.119968508372958
"CN 119289","Run2","Saline",-0.256409687733215,-0.0291352248097249,-0.120045009979121
"CN 105286","Run2","Saline",-0.251792232999197,-0.0359726452087783,-0.122300480324946
"CN 105325","Run2","Saline",-0.0399911887764638,-0.17938714787488,-0.123628764235513
"CN 105290","Run2","Saline",-0.212892867536794,-0.0653831355027319,-0.124387028316357
"CN 111002","Run2","Saline",-0.171120014724695,-0.104167549167601,-0.130948535390439
"CN 119124","Run2","Saline",0.139552399814141,-0.311523660426362,-0.131093236330161
"CN 105326","Run2","Saline",-0.500734830692203,0.108100694253163,-0.135433515724983
"CN 105336","Run2","Saline",0.206382774700084,-0.374961032604213,-0.142423509682494
"CN 119146","Run2","Saline",-0.379687700367932,0.0100723324215262,-0.145831680694257
"CN 105386","Run2","Saline",-0.270275889683382,-0.0652059148096485,-0.147233904759142
"CN 119226","Run2","Saline",-0.0297619285954676,-0.234419471557047,-0.152556454372415
"CN 105343","Run2","Saline",-0.131143073825928,-0.169757950221364,-0.15431199966319
"CN 105346","Run2","Saline",-0.239426235978573,-0.100303967971072,-0.155952875174072
"CN 110975","Run2","Saline",-0.373521313424417,-0.0161817595982026,-0.159117581128688
"CN 105303","Run2","Saline",-0.135462180427702,-0.175278120007372,-0.159351744175504
"CN 111321","Run2","Saline",-0.383297778030643,-0.0104885713748802,-0.159612254037185
"CN 119139","Run2","Saline",-0.19777707088685,-0.146180921501018,-0.166819381255351
"CN 105327","Run2","Saline",-0.367996660043882,-0.0347803990284383,-0.168066903434616
"CN 119136","Run2","Saline",-0.0363221682051039,-0.263280520260358,-0.172497179438256
"CN 105364","Run2","Saline",-0.347981954227282,-0.0651050022774338,-0.178255783057373
"CN 105335","Run2","Saline",-0.343494106939373,-0.0683876485033622,-0.178430231877767
"CN 105376","Run2","Saline",-0.16926246699257,-0.186284859176274,-0.179475902302792
"CN 105337","Run2","Saline",-0.190946736889435,-0.171972293799727,-0.17956207103561
"CN 114287","Run2","Saline",0.155476593459234,-0.406539771322395,-0.181733225409744
"CN 105330","Run2","Saline",-0.282723802090747,-0.117340083705647,-0.183493571059687
"CN 105304","Run2","Saline",-0.323284739296096,-0.0931405990547517,-0.185198255151289
"CN 105391","Run2","Saline",-0.174928437922873,-0.205947670229896,-0.193539977307087
"CN 111318","Run2","Saline",-0.586998920222312,0.0636905426447695,-0.196585242502063
"CN 105361","Run2","Saline",-0.292657104520654,-0.137016323785468,-0.199272636079543
"CN 105380","Run2","Saline",-0.306794996155537,-0.130288906631642,-0.2008913424412
"CN 114284","Run2","Saline",-0.0014691242718479,-0.339269793197841,-0.204149525627444
"CN 119165","Run2","Saline",-0.412503543842204,-0.0788453528079304,-0.21230862922164
"CN 119132","Run2","Saline",-0.338553344161377,-0.134107469691497,-0.215885819479449
"CN 105329","Run2","Saline",-0.110086832398811,-0.288016339436803,-0.216844536621606
"CN 105291","Run2","Saline",-0.037705123306574,-0.339816763625102,-0.218972107497691
"CN 119143","Run2","Saline",-0.164534831598587,-0.264947119753631,-0.224782204491614
"CN 113780","Run2","Saline",-0.450007401110557,-0.075711934811197,-0.225430121330941
"CN 105388","Run2","Saline",-0.277276197603058,-0.191971827727772,-0.226093575677887
"CN 119147","Run2","Saline",-0.174904165702635,-0.264997349899324,-0.228960076220648
"CN 113191","Run2","Saline",-0.161162495473029,-0.274244802061813,-0.2290118794263
"CN 110988","Run2","Saline",-0.518721631947522,-0.0542657623696312,-0.240048110200787
"CN 113781","Run2","Saline",-0.0267405442331629,-0.391630198319445,-0.245674336684932
"CN 105390","Run2","Saline",-0.144674095480765,-0.316609610946963,-0.247835404760483
"CN 105394","Run2","Saline",-0.221982938258981,-0.290430830671724,-0.263051673706627
"CN 119131","Run2","Saline",-0.248287614412716,-0.275326095457141,-0.264510703039371
"CN 105332","Run2","Saline",-0.116541708777268,-0.369581995594566,-0.268365880867647
"CN 111319","Run2","Saline",0.00845272441711492,-0.459765950571044,-0.272478480575781
"CN 119125","Run2","Saline",-0.0173558830842096,-0.452554766152069,-0.278475212924925
"CN 105307","Run2","Saline",-0.296517960650722,-0.272582937410951,-0.28215694670686
"CN 112902","Run2","Saline",-0.14362438766717,-0.408617859423348,-0.302620470720877
"CN 105344","Run2","Saline",-0.362392646769072,-0.279239290188988,-0.312500632821022
"CN 105324","Run2","Saline",-0.319261457889372,-0.337197119911859,-0.330022855102864
"CN 105393","Run2","Saline",-0.232992567487783,-0.402819647463683,-0.334888815473323
"CN 115109","Run2","Saline",0.03895019636034,-0.607381986094091,-0.348849113112318
"CN 105322","Run2","Saline",-0.173073749964803,-0.481564321144562,-0.358168092672658
"CN 105331","Run2","Saline",-0.485383383912385,-0.283416743802409,-0.364203399846399
"CN 119155","Run2","Saline",-0.518061583509373,-0.274191362329036,-0.371739450801171
"CN 114240","Run2","Saline",-0.147109508484535,-0.566208044546454,-0.398568630121687
"CN 119137","Run2","Saline",-0.561987947828649,-0.299704094363961,-0.404617635749836
"CN 119121","Run2","Saline",-0.341940581017308,-0.590468008423256,-0.491057037460876
